Date,Open,High,Low,Close,Adj Close,Volume
1996-12-01T05:00:00Z,757.02,761.75,716.69,740.74,740.74,9089170000
1996-11-01T05:00:00Z,705.27,762.12,701.3,757.02,757.02,8763850000
1996-10-01T05:00:00Z,687.31,714.1,684.44,705.27,705.27,9703670000
1996-09-01T05:00:00Z,651.99,690.88,643.97,687.33,687.33,8064070000
1996-08-01T05:00:00Z,639.95,670.68,639.49,651.99,651.99,7380320000
1996-07-01T05:00:00Z,670.63,675.88,605.88,639.95,639.95,8849860000
1996-06-01T05:00:00Z,669.12,680.32,658.75,670.63,670.63,7930840000
1996-05-01T05:00:00Z,654.17,681.1,630.07,669.12,669.12,8921140000
1996-04-01T05:00:00Z,645.5,656.68,624.14,654.17,654.17,8875580000
1996-03-01T05:00:00Z,640.43,656.97,627.63,645.5,645.5,8984200000
1996-02-01T05:00:00Z,636.02,664.23,633.71,640.43,640.43,8749960000
1996-01-01T05:00:00Z,615.93,636.18,597.29,636.02,636.02,9188050000
1995-12-01T05:00:00Z,605.37,622.88,605.05,615.93,615.93,7697540000
1995-11-01T05:00:00Z,581.5,608.69,581.04,605.37,605.37,7602150000
1995-10-01T05:00:00Z,584.41,590.66,571.55,581.5,581.5,8043320000
1995-09-01T05:00:00Z,561.88,587.61,561.01,584.41,584.41,7052830000
1995-08-01T05:00:00Z,562.06,565.62,553.04,561.88,561.88,7146620000
1995-07-01T05:00:00Z,544.75,565.4,542.51,562.06,562.06,7307960000
1995-06-01T05:00:00Z,533.4,551.07,526,544.75,544.75,7555650000
1995-05-01T05:00:00Z,514.76,533.41,513.03,533.4,533.4,7555690000
1995-04-01T05:00:00Z,500.7,515.29,500.2,514.71,514.71,6307030000
1995-03-01T05:00:00Z,487.39,508.15,479.7,500.71,500.71,7792400000
1995-02-01T05:00:00Z,470.42,489.19,469.29,487.39,487.39,6330100000
1995-01-01T05:00:00Z,459.21,471.36,457.2,470.42,470.42,6852060000
1994-12-01T05:00:00Z,453.55,462.73,442.88,459.27,459.27,6351530000
1994-11-01T05:00:00Z,472.26,472.26,444.18,453.69,453.69,6251240000
1994-10-01T05:00:00Z,462.69,474.74,449.27,472.35,472.35,6344700000
1994-09-01T05:00:00Z,475.49,475.49,458.47,462.71,462.71,6152870000
1994-08-01T05:00:00Z,458.28,477.59,456.08,475.49,475.49,6398750000
1994-07-01T05:00:00Z,444.27,459.33,443.58,458.26,458.26,4980100000
1994-06-01T05:00:00Z,456.5,463.23,439.83,444.27,444.27,5852670000
1994-05-01T05:00:00Z,450.91,457.77,440.78,456.5,456.5,5675970000
1994-04-01T05:00:00Z,445.66,452.79,435.86,450.91,450.91,5735010000
1994-03-01T05:00:00Z,467.19,471.09,436.16,445.77,445.77,7225010000
1994-02-01T05:00:00Z,481.6,482.23,464.26,467.14,467.14,5853100000
1994-01-01T05:00:00Z,466.51,482.85,464.36,481.61,481.61,6627390000
1993-12-01T05:00:00Z,461.93,471.29,461.45,466.45,466.45,5791210000
1993-11-01T05:00:00Z,467.83,469.11,454.36,461.79,461.79,5876610000
1993-10-01T05:00:00Z,458.93,471.1,456.4,467.83,467.83,5940460000
1993-09-01T05:00:00Z,463.55,463.8,449.64,458.93,458.93,5552720000
1993-08-01T05:00:00Z,448.13,463.56,446.94,463.56,463.56,5506200000
1993-07-01T05:00:00Z,450.54,451.15,441.4,448.13,448.13,5308530000
1993-06-01T05:00:00Z,450.23,455.63,442.5,450.53,450.53,5544400000
1993-05-01T05:00:00Z,440.19,454.55,436.86,450.19,450.19,5108640000
1993-04-01T04:00:00Z,451.67,452.63,432.3,440.19,440.19,5853170000
1993-03-01T04:00:00Z,443.38,456.76,441.07,451.67,451.67,5766950000
1993-02-01T04:00:00Z,438.78,450.04,428.25,443.38,443.38,5442450000
1993-01-01T04:00:00Z,435.7,442.66,426.88,438.78,438.78,5280850000
1992-12-01T04:00:00Z,431.35,442.65,428.61,435.71,435.71,4876150000
1992-11-01T04:00:00Z,418.66,431.93,415.58,431.35,431.35,4148770000
1992-10-01T04:00:00Z,417.8,421.16,396.8,418.68,418.68,4507010000
1992-09-01T04:00:00Z,414.03,425.27,412.71,417.8,417.8,4023850000
1992-08-01T04:00:00Z,424.19,425.14,408.3,414.03,414.03,3653820000
1992-07-01T04:00:00Z,408.2,424.8,407.2,424.21,424.21,4265220000
1992-06-01T04:00:00Z,415.35,417.3,399.92,408.14,408.14,4259830000
1992-05-01T05:00:00Z,414.95,418.75,409.85,415.35,415.35,3643980000
1992-04-01T05:00:00Z,403.67,416.28,392.41,414.95,414.95,4315840000
1992-03-01T05:00:00Z,412.68,413.78,401.94,403.69,403.69,4066240000
1992-02-01T05:00:00Z,408.79,418.08,406.34,412.7,412.7,4267610000
1992-01-01T05:00:00Z,417.03,421.18,408.64,408.78,408.78,5286280000
1991-12-01T05:00:00Z,375.11,418.32,371.36,417.09,417.09,4155310000
1991-11-01T05:00:00Z,392.46,398.22,371.63,375.22,375.22,3737620000
1991-10-01T05:00:00Z,387.86,393.81,376.11,392.45,392.45,4082380000
1991-09-01T05:00:00Z,395.43,397.62,382.77,387.86,387.86,3260990000
1991-08-01T05:00:00Z,387.81,396.82,374.09,395.43,395.43,3713820000
1991-07-01T05:00:00Z,371.18,387.81,370.92,387.81,387.81,3481570000
1991-06-01T05:00:00Z,389.81,389.81,367.98,371.16,371.16,3258730000
1991-05-01T05:00:00Z,375.35,389.85,365.83,389.83,389.83,3739700000
1991-04-01T05:00:00Z,375.22,391.26,370.27,375.34,375.34,4017200000
1991-03-01T05:00:00Z,367.07,379.66,363.73,375.22,375.22,3927920000
1991-02-01T05:00:00Z,343.91,370.96,340.37,367.07,367.07,4303170000
1991-01-01T05:00:00Z,330.2,343.93,309.35,343.93,343.93,3660240000
1990-12-01T05:00:00Z,322.23,333.98,321.97,330.22,330.22,3116830000
1990-11-01T05:00:00Z,303.99,323.02,301.61,322.22,322.22,3149770000
1990-10-01T05:00:00Z,306.1,319.69,294.51,304,304,3671900000
1990-09-01T05:00:00Z,322.56,326.53,295.98,306.05,306.05,2687280000
1990-08-01T05:00:00Z,356.15,357.35,306.18,322.56,322.56,4020730000
1990-07-01T05:00:00Z,358.02,369.78,350.09,356.15,356.15,3373540000
1990-06-01T05:00:00Z,361.26,368.78,351.23,358.02,358.02,3226280000
1990-05-01T05:00:00Z,330.8,362.26,330.8,361.23,361.23,3596680000
1990-04-01T05:00:00Z,339.94,347.3,327.76,330.8,330.8,2801220000
1990-03-01T05:00:00Z,331.89,344.49,331.08,339.94,339.94,3283280000
1990-02-01T05:00:00Z,329.08,336.09,322.1,331.89,331.89,2961970000
1990-01-01T05:00:00Z,353.4,360.59,319.83,329.08,329.08,3793250000
1989-12-01T05:00:00Z,346.01,354.1,339.63,353.4,353.4,3213420000
1989-11-01T05:00:00Z,340.36,346.5,330.91,345.99,345.99,3032160000
1989-10-01T05:00:00Z,349.15,360.44,327.12,340.36,340.36,4012670000
1989-09-01T05:00:00Z,351.45,354.13,341.37,349.15,349.15,3035020000
1989-08-01T05:00:00Z,346.08,352.73,339,351.45,351.45,3949100000
1989-07-01T05:00:00Z,317.98,346.08,317.26,346.08,346.08,3249030000
1989-06-01T05:00:00Z,320.51,329.19,314.38,317.98,317.98,3966590000
1989-05-01T05:00:00Z,309.64,323.06,304.06,320.52,320.52,3747320000
1989-04-01T05:00:00Z,294.87,310.45,294.35,309.64,309.64,3237250000
1989-03-01T05:00:00Z,288.86,299.99,286.46,294.87,294.87,3504530000
1989-02-01T05:00:00Z,297.47,300.57,286.26,288.86,288.86,3216280000
1989-01-01T05:00:00Z,277.72,297.51,273.81,297.47,297.47,3532220000
1988-12-01T05:00:00Z,273.68,280.45,270.47,277.72,277.72,2844900000
1988-11-01T05:00:00Z,278.97,280.37,262.85,273.7,273.7,2822820000
1988-10-01T05:00:00Z,271.89,283.95,268.84,278.97,278.97,3415160000
1988-09-01T05:00:00Z,261.52,274.87,256.98,271.91,271.91,3059450000
1988-08-01T05:00:00Z,272.03,274.2,256.53,261.52,261.52,3327470000
1988-07-01T05:00:00Z,273.5,276.36,262.48,272.02,272.02,3338470000
1988-06-01T05:00:00Z,262.16,276.88,262.1,273.5,273.5,4306710000
1988-05-01T05:00:00Z,261.36,263.7,248.85,262.16,262.16,3231370000
1988-04-01T05:00:00Z,258.89,272.05,254.71,261.33,261.33,3260760000
1988-03-01T05:00:00Z,267.82,272.64,256.07,258.89,258.89,4052970000
1988-02-01T05:00:00Z,257.05,267.82,247.82,267.82,267.82,3693240000
1988-01-01T05:00:00Z,247.1,261.78,240.17,257.07,257.07,3494700000
1987-12-01T05:00:00Z,230.32,253.35,221.24,247.08,247.08,3926750000
1987-11-01T05:00:00Z,251.73,257.21,225.75,230.3,230.3,3589530000
1987-10-01T05:00:00Z,321.83,328.94,216.46,251.79,251.79,6094500000
1987-09-01T05:00:00Z,329.81,332.18,308.56,321.83,321.83,3723200000
1987-08-01T05:00:00Z,318.62,337.89,314.51,329.8,329.8,4062400000
1987-07-01T05:00:00Z,303.99,318.85,302.53,318.66,318.66,3966400000
1987-06-01T05:00:00Z,290.12,310.27,286.93,304,304,3595000000
1987-05-01T05:00:00Z,286.99,298.69,277.01,290.1,290.1,3417700000
1987-04-01T05:00:00Z,291.59,303.65,275.67,288.36,288.36,3931700000
1987-03-01T05:00:00Z,284.17,302.72,282.3,291.7,291.7,3965100000
1987-02-01T05:00:00Z,274.08,287.55,273.16,284.2,284.2,3485300000
1987-01-01T05:00:00Z,242.17,280.96,242.17,274.08,274.08,4040880000
1986-12-01T05:00:00Z,249.22,254.87,241.28,242.17,242.17,3260870000
1986-11-01T05:00:00Z,243.97,249.22,235.51,249.22,249.22,2940830000
1986-10-01T05:00:00Z,231.32,244.51,231.32,243.98,243.98,3016740000
1986-09-01T05:00:00Z,252.93,254.13,228.08,231.32,231.32,3166300000
1986-08-01T05:00:00Z,236.12,254.24,231.92,252.93,252.93,2701900000
1986-07-01T05:00:00Z,250.67,253.2,233.07,236.12,236.12,3029900000
1986-06-01T05:00:00Z,246.04,251.81,238.23,250.84,250.84,2649600000
1986-05-01T05:00:00Z,235.52,249.19,232.26,247.35,247.35,2680240000
1986-04-01T05:00:00Z,238.9,245.47,226.3,235.52,235.52,3240400000
1986-03-01T05:00:00Z,226.92,240.11,222.18,238.9,238.9,3214600000
1986-02-01T05:00:00Z,211.78,227.92,210.82,226.92,226.92,2899100000
1986-01-01T05:00:00Z,211.28,214.57,202.6,211.78,211.78,2879010000
1985-12-01T05:00:00Z,202.17,213.08,200.1,211.28,211.28,2804380000
1985-11-01T05:00:00Z,189.82,203.4,189.37,202.17,202.17,2445370000
1985-10-01T05:00:00Z,182.06,190.15,181.16,189.82,189.82,2543240000
1985-09-01T05:00:00Z,188.63,188.8,179.45,182.08,182.08,1860160000
1985-08-01T05:00:00Z,190.92,192.17,186.1,188.63,188.63,1923200000
1985-07-01T05:00:00Z,191.85,196.07,189.3,190.92,190.92,2463070000
1985-06-01T05:00:00Z,189.55,191.85,185.03,191.85,191.85,2117000000
1985-05-01T05:00:00Z,179.83,189.98,178.35,189.55,189.55,2350340000
1985-04-01T05:00:00Z,180.66,183.61,177.86,179.83,179.83,1981880000
1985-03-01T05:00:00Z,181.18,183.89,176.53,180.66,180.66,2153090000
1985-02-01T05:00:00Z,179.63,183.95,177.75,181.18,181.18,2194620000
1985-01-01T05:00:00Z,167.2,180.27,163.36,179.63,179.63,2673710000
